WTeamID,WScore,LTeamID,LScore,WLoc,W_Conf,L_Conf
Louisville,87,North Carolina Central,58,H,Atlantic Coast Conference,Mid-Eastern Athletic Conference
Louisville,76,South Carolina Upstate,50,H,Atlantic Coast Conference,Big South Conference
Louisville,82,Akron,76,H,Atlantic Coast Conference,Mid-American Conference
Louisville,71,Western Kentucky,54,N,Atlantic Coast Conference,Conference USA
Louisville,58,Michigan,43,H,Atlantic Coast Conference,Big Ten Conference
Louisville,64,Pittsburgh,46,H,Atlantic Coast Conference,Atlantic Coast Conference
Texas Tech,70,Louisville,57,N,Big 12 Conference,Atlantic Coast Conference
Louisville,99,Eastern Kentucky,67,H,Atlantic Coast Conference,Ohio Valley Conference
Louisville,70,Miami (OH),46,H,Atlantic Coast Conference,Mid-American Conference
Kentucky,78,Louisville,70,H,Southeastern Conference,Atlantic Coast Conference
Florida St.,78,Louisville,65,A,Atlantic Coast Conference,Atlantic Coast Conference
Louisville,74,Miami (FL),58,H,Atlantic Coast Conference,Atlantic Coast Conference
Louisville,67,Notre Dame,64,A,Atlantic Coast Conference,Atlantic Coast Conference
Louisville,73,Pittsburgh,68,A,Atlantic Coast Conference,Atlantic Coast Conference
Louisville,79,Duke,73,A,Atlantic Coast Conference,Atlantic Coast Conference
Louisville,68,Georgia Tech,64,H,Atlantic Coast Conference,Atlantic Coast Conference
Louisville,80,Clemson,62,H,Atlantic Coast Conference,Atlantic Coast Conference
Louisville,86,Boston College,69,A,Atlantic Coast Conference,Atlantic Coast Conference
Louisville,77,North Carolina St.,57,A,Atlantic Coast Conference,Atlantic Coast Conference
Louisville,86,Wake Forest,76,H,Atlantic Coast Conference,Atlantic Coast Conference
Louisville,80,Virginia,73,H,Atlantic Coast Conference,Atlantic Coast Conference
Georgia Tech,64,Louisville,58,H,Atlantic Coast Conference,Atlantic Coast Conference
Clemson,77,Louisville,62,H,Atlantic Coast Conference,Atlantic Coast Conference
Louisville,90,Syracuse,66,H,Atlantic Coast Conference,Atlantic Coast Conference
Louisville,72,North Carolina,55,H,Atlantic Coast Conference,Atlantic Coast Conference
Florida St.,82,Louisville,67,H,Atlantic Coast Conference,Atlantic Coast Conference
Louisville,68,Virginia Tech,52,H,Atlantic Coast Conference,Atlantic Coast Conference
Virginia,57,Louisville,54,H,Atlantic Coast Conference,Atlantic Coast Conference
Loyola (IL),82,UC-Davis,48,H,Missouri Valley Conference,Big West Conference
Furman,87,Loyola (IL),63,H,Southern Conference,Missouri Valley Conference
Coppin St.,76,Loyola (IL),72,A,Mid-Eastern Athletic Conference,Missouri Valley Conference
Loyola (IL),85,St. Joseph's,68,H,Missouri Valley Conference,Atlantic 10 Conference
Loyola (IL),85,IUPUI,62,H,Missouri Valley Conference,Horizon League
South Florida,66,Loyola (IL),55,N,American Athletic Conference,Missouri Valley Conference
Colorado St.,61,Loyola (IL),60,N,Mountain West Conference,Missouri Valley Conference
Loyola (IL),68,Old Dominion,61,N,Missouri Valley Conference,Conference USA
Loyola (IL),70,Ball St.,58,A,Missouri Valley Conference,Mid-American Conference
Loyola (IL),64,Norfolk St.,45,H,Missouri Valley Conference,Mid-Eastern Athletic Conference
Loyola (IL),78,Vanderbilt,70,N,Missouri Valley Conference,Southeastern Conference
Davidson,59,Loyola (IL),56,A,Atlantic 10 Conference,Missouri Valley Conference
Loyola (IL),66,Valparaiso,63,A,Missouri Valley Conference,Missouri Valley Conference
Loyola (IL),62,Missouri St.,58,H,Missouri Valley Conference,Missouri Valley Conference
Drake,65,Loyola (IL),62,H,Missouri Valley Conference,Missouri Valley Conference
Loyola (IL),78,Evansville,44,H,Missouri Valley Conference,Missouri Valley Conference
Loyola (IL),64,Southern Illinois,48,H,Missouri Valley Conference,Missouri Valley Conference
Loyola (IL),62,Illinois St.,50,A,Missouri Valley Conference,Missouri Valley Conference
Loyola (IL),75,Indiana St.,55,H,Missouri Valley Conference,Missouri Valley Conference
Northern Iowa,67,Loyola (IL),62,H,Missouri Valley Conference,Missouri Valley Conference
Southern Illinois,68,Loyola (IL),63,H,Missouri Valley Conference,Missouri Valley Conference
Loyola (IL),62,Bradley,51,H,Missouri Valley Conference,Missouri Valley Conference
Indiana St.,68,Loyola (IL),39,H,Missouri Valley Conference,Missouri Valley Conference
Loyola (IL),70,Valparaiso,68,H,Missouri Valley Conference,Missouri Valley Conference
Loyola (IL),73,Evansville,66,A,Missouri Valley Conference,Missouri Valley Conference
Loyola (IL),82,Northern Iowa,73,H,Missouri Valley Conference,Missouri Valley Conference
Loyola (IL),84,Illinois St.,69,H,Missouri Valley Conference,Missouri Valley Conference
Missouri St.,74,Loyola (IL),62,H,Missouri Valley Conference,Missouri Valley Conference
Loyola (IL),64,Drake,60,H,Missouri Valley Conference,Missouri Valley Conference
Loyola (IL),67,Bradley,66,A,Missouri Valley Conference,Missouri Valley Conference
Valparaiso,74,Loyola (IL),73,N,Missouri Valley Conference,Missouri Valley Conference
Marquette,88,Loyola (MD),53,H,Big East Conference,Patriot League
Loyola (MD),98,Chicago St.,85,A,Patriot League,Western Athletic Conference
Old Dominion,62,Loyola (MD),53,H,Conference USA,Patriot League
Loyola (MD),84,Fairfield,75,H,Patriot League,Metro Atlantic Athletic Conference
George Mason,65,Loyola (MD),61,H,Atlantic 10 Conference,Patriot League
Loyola (MD),81,IUPUI,77,N,Patriot League,Horizon League
Loyola (MD),77,Binghamton,65,H,Patriot League,America East Conference
Loyola (MD),84,Delaware St.,76,A,Patriot League,Mid-Eastern Athletic Conference
Loyola (MD),64,Mount St. Mary's,48,A,Patriot League,Northeast Conference
Loyola (MD),93,Massachusetts-Lowell,81,H,Patriot League,America East Conference
Virginia Commonwealth,85,Loyola (MD),51,H,Atlantic 10 Conference,Patriot League
Loyola (MD),80,Holy Cross,70,H,Patriot League,Patriot League
Lehigh,78,Loyola (MD),71,H,Patriot League,Patriot League
Colgate,92,Loyola (MD),70,H,Patriot League,Patriot League
Lafayette,65,Loyola (MD),62,A,Patriot League,Patriot League
Boston University,85,Loyola (MD),53,A,Patriot League,Patriot League
Army,81,Loyola (MD),80,H,Patriot League,Patriot League
American,93,Loyola (MD),91,A,Patriot League,Patriot League
Bucknell,98,Loyola (MD),83,H,Patriot League,Patriot League
Boston University,92,Loyola (MD),77,H,Patriot League,Patriot League
Loyola (MD),79,Navy,73,H,Patriot League,Patriot League
Loyola (MD),74,Holy Cross,60,A,Patriot League,Patriot League
Loyola (MD),78,Bucknell,65,H,Patriot League,Patriot League
American,81,Loyola (MD),76,H,Patriot League,Patriot League
Loyola (MD),84,Colgate,80,H,Patriot League,Patriot League
Loyola (MD),81,Army,77,H,Patriot League,Patriot League
Loyola (MD),70,Lafayette,68,A,Patriot League,Patriot League
Navy,62,Loyola (MD),57,H,Patriot League,Patriot League
Lehigh,74,Loyola (MD),71,A,Patriot League,Patriot League
Lehigh,78,Loyola (MD),75,H,Patriot League,Patriot League
Louisiana St.,88,Bowling Green St.,79,H,Southeastern Conference,Mid-American Conference
Virginia Commonwealth,84,Louisiana St.,82,H,Atlantic 10 Conference,Southeastern Conference
Louisiana St.,75,Nicholls St.,65,H,Southeastern Conference,Southland Conference
Louisiana St.,77,Maryland-Baltimore County,50,H,Southeastern Conference,America East Conference
Utah St.,80,Louisiana St.,78,N,Mountain West Conference,Southeastern Conference
Louisiana St.,96,Rhode Island,83,N,Southeastern Conference,Atlantic 10 Conference
Louisiana St.,73,Missouri St.,58,H,Southeastern Conference,Missouri Valley Conference
Louisiana St.,90,New Orleans,54,H,Southeastern Conference,Southland Conference
Louisiana St.,109,Northwestern St.,59,H,Southeastern Conference,Southland Conference
East Tennessee St.,74,Louisiana St.,63,A,Southern Conference,Southeastern Conference
Southern California,70,Louisiana St.,68,N,Pacific-12 Conference,Southeastern Conference
Louisiana St.,74,Liberty,57,H,Southeastern Conference,Atlantic Sun Conference
Louisiana St.,78,Tennessee,64,A,Southeastern Conference,Southeastern Conference
Louisiana St.,79,Arkansas,77,H,Southeastern Conference,Southeastern Conference
Louisiana St.,60,Mississippi St.,59,H,Southeastern Conference,Southeastern Conference
Louisiana St.,89,Texas A&M,85,A,Southeastern Conference,Southeastern Conference
Louisiana St.,80,Mississippi,76,A,Southeastern Conference,Southeastern Conference
Louisiana St.,84,Florida,82,H,Southeastern Conference,Southeastern Conference
Louisiana St.,69,Texas,67,A,Southeastern Conference,Big 12 Conference
Louisiana St.,90,Alabama,76,H,Southeastern Conference,Southeastern Conference
Louisiana St.,73,Mississippi,63,H,Southeastern Conference,Southeastern Conference
Vanderbilt,99,Louisiana St.,90,H,Southeastern Conference,Southeastern Conference
Auburn,91,Louisiana St.,90,H,Southeastern Conference,Southeastern Conference
Louisiana St.,82,Missouri,78,H,Southeastern Conference,Southeastern Conference
Alabama,88,Louisiana St.,82,H,Southeastern Conference,Southeastern Conference
Kentucky,79,Louisiana St.,76,A,Southeastern Conference,Southeastern Conference
Louisiana St.,86,South Carolina,80,A,Southeastern Conference,Southeastern Conference
Florida,81,Louisiana St.,66,H,Southeastern Conference,Southeastern Conference
Louisiana St.,64,Texas A&M,50,H,Southeastern Conference,Southeastern Conference
Arkansas,99,Louisiana St.,90,H,Southeastern Conference,Southeastern Conference
Louisiana St.,94,Georgia,64,H,Southeastern Conference,Southeastern Conference
Maine,84,Merrimack,64,H,America East Conference,Northeast Conference
Harvard,67,Maine,46,H,Ivy League,America East Conference
Portland,71,Maine,62,H,West Coast Conference,America East Conference
Washington,72,Maine,53,H,Pacific-12 Conference,America East Conference
Virginia,46,Maine,26,H,Atlantic Coast Conference,America East Conference
Connecticut,64,Maine,40,H,American Athletic Conference,America East Conference
Northeastern,78,Maine,63,H,Colonial Athletic Association,America East Conference
Maine,66,Central Connecticut St.,64,A,America East Conference,Northeast Conference
Dartmouth,77,Maine,44,A,Ivy League,America East Conference
Quinnipiac,81,Maine,61,A,Metro Atlantic Athletic Conference,America East Conference
Massachusetts,74,Maine,53,H,Atlantic 10 Conference,America East Conference
Hawaii,91,Maine,51,H,Big West Conference,America East Conference
Maine,75,Columbia,72,H,America East Conference,Ivy League
Stony Brook,73,Maine,52,A,America East Conference,America East Conference
New Hampshire,57,Maine,51,H,America East Conference,America East Conference
Albany (NY),76,Maine,70,H,America East Conference,America East Conference
Maine,104,Massachusetts-Lowell,98,H,America East Conference,America East Conference
Maine,86,Binghamton,63,H,America East Conference,America East Conference
Vermont,59,Maine,57,A,America East Conference,America East Conference
Maryland-Baltimore County,63,Maine,53,H,America East Conference,America East Conference
Hartford,55,Maine,49,A,America East Conference,America East Conference
Vermont,77,Maine,52,H,America East Conference,America East Conference
Maine,82,Binghamton,75,A,America East Conference,America East Conference
Massachusetts-Lowell,71,Maine,63,H,America East Conference,America East Conference
Albany (NY),66,Maine,60,A,America East Conference,America East Conference
Stony Brook,54,Maine,46,H,America East Conference,America East Conference
New Hampshire,77,Maine,70,A,America East Conference,America East Conference
Maine,74,Maryland-Baltimore County,48,H,America East Conference,America East Conference
Maine,71,Hartford,65,A,America East Conference,America East Conference
Vermont,61,Maine,50,H,America East Conference,America East Conference
Manhattan,85,Delaware St.,74,H,Metro Atlantic Athletic Conference,Mid-Eastern Athletic Conference
Manhattan,57,Albany (NY),51,H,Metro Atlantic Athletic Conference,America East Conference
Samford,70,Manhattan,57,H,Southern Conference,Metro Atlantic Athletic Conference
Manhattan,69,Elon,64,A,Metro Atlantic Athletic Conference,Colonial Athletic Association
Rhode Island,73,Manhattan,64,H,Atlantic 10 Conference,Metro Atlantic Athletic Conference
Stony Brook,65,Manhattan,47,H,America East Conference,Metro Atlantic Athletic Conference
Manhattan,54,Fordham,53,A,Metro Atlantic Athletic Conference,Atlantic 10 Conference
Western Michigan,59,Manhattan,58,A,Mid-American Conference,Metro Atlantic Athletic Conference
Hofstra,63,Manhattan,51,H,Colonial Athletic Association,Metro Atlantic Athletic Conference
Manhattan,71,Canisius,67,A,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Manhattan,67,Niagara,62,A,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Fairfield,68,Manhattan,60,H,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Manhattan,81,Siena,69,H,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Manhattan,69,Quinnipiac,57,H,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Monmouth,65,Manhattan,58,A,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Marist,75,Manhattan,73,H,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Rider,67,Manhattan,63,A,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
St. Peter's,70,Manhattan,53,H,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Manhattan,72,Iona,49,H,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Manhattan,77,Niagara,59,H,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Manhattan,65,Quinnipiac,63,A,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Iona,80,Manhattan,57,H,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Siena,65,Manhattan,52,H,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
St. Peter's,67,Manhattan,64,A,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Canisius,57,Manhattan,56,A,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Manhattan,65,Marist,56,H,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Monmouth,80,Manhattan,60,H,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Rider,71,Manhattan,59,H,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Fairfield,66,Manhattan,50,A,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Manhattan,61,Fairfield,43,N,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Siena,63,Manhattan,49,N,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Marist,58,Virginia Military Institute,56,A,Metro Atlantic Athletic Conference,Southern Conference
Hartford,62,Marist,51,A,America East Conference,Metro Atlantic Athletic Conference
Fordham,58,Marist,41,H,Atlantic 10 Conference,Metro Atlantic Athletic Conference
Citadel,79,Marist,75,A,Southern Conference,Metro Atlantic Athletic Conference
Army,66,Marist,64,A,Patriot League,Metro Atlantic Athletic Conference
Navy,53,Marist,51,H,Patriot League,Metro Atlantic Athletic Conference
Rider,74,Marist,64,H,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
New Hampshire,64,Marist,56,A,America East Conference,Metro Atlantic Athletic Conference
Bethune-Cookman,85,Marist,56,H,Mid-Eastern Athletic Conference,Metro Atlantic Athletic Conference
Columbia,69,Marist,54,H,Ivy League,Metro Atlantic Athletic Conference
Quinnipiac,63,Marist,58,A,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
St. Peter's,66,Marist,40,H,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Marist,70,Fairfield,58,A,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Rider,69,Marist,52,A,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Monmouth,74,Marist,66,H,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Marist,83,Iona,73,H,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Marist,75,Manhattan,73,H,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Siena,70,Marist,57,H,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Marist,67,Niagara,48,A,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Canisius,66,Marist,65,H,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Marist,72,St. Peter's,61,H,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Fairfield,57,Marist,53,A,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Iona,78,Marist,70,H,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
Monmouth,65,Marist,61,A,Metro Atlantic Athletic Conference,Metro Atlantic Athletic Conference
